#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      355.1   322.9    68.9   121.4   143.1   305.6   381.7   429.4   466.9   515.1   581.2   682.4  1294.7  3414.5  9051.5  90686.5    90620  1622033593664  1622033603913
read      364.1   322.2    68.9   122.8   145.4   314.5   394.1   442.1   479.9   527.9   593.5   700.3  1348.0  3394.6  8162.5  90713.7    90630  1622033605414  1622033615668
read      361.9   380.5    68.9   122.0   143.8   303.3   381.5   432.0   471.7   523.2   590.2   700.7  1573.2  3618.6 11088.5  90707.0    90640  1622033617170  1622033627427
read      361.1   341.5    68.9   123.3   145.6   310.6   390.1   438.6   476.5   524.2   588.0   688.0  1223.9  3542.2  8343.5  90548.3    90650  1622033628929  1622033639205
read      359.4   327.2    68.9   122.0   144.3   308.8   387.2   435.5   473.2   521.9   586.9   688.9  1292.0  3622.4  8748.2  90581.5    90660  1622033640707  1622033650968
read      357.1   366.1    68.9   121.0   143.2   309.1   384.7   430.5   466.4   512.3   577.2   678.2  1250.9  3655.1  9771.2  90784.7    90670  1622033652471  1622033662732
read      357.6   321.7    63.8   121.2   143.7   308.3   384.8   432.1   469.6   517.0   583.4   689.0  1282.9  3494.1  8333.7  90816.9    90680  1622033664234  1622033674502
read      356.5   416.8    68.9   121.1   142.8   308.0   384.2   430.9   466.7   512.2   574.5   672.8  1116.1  3681.6 20098.8  90752.1    90690  1622033676005  1622033686273
read      348.1   318.4    63.8   119.2   140.2   300.4   373.4   421.2   458.7   505.1   569.1   667.9  1251.2  3469.3  8922.3  90614.3    90700  1622033687775  1622033698031
read      355.3   334.2    68.9   120.2   141.6   305.6   383.4   431.9   470.5   519.4   582.6   685.0  1327.3  3552.7  7916.1  90810.7    90710  1622033699533  1622033709813
read      347.6   320.9    63.8   119.7   140.3   298.8   373.3   419.9   457.0   504.0   568.3   668.6  1274.7  3628.3  7423.8  90834.7    90720  1622033711315  1622033721570
